title,link,price,Img,Description,Bottle Size,Alcohol/Vol:,Made In:,By:,Sugar Content:,Sweetness Descriptor:,Style:,Varietal:,Release Date:,This is a VQA wine,This is a Kosher product.
Domaine Guenault Touraine Sauvignon Blanc AOC 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/domaine-guenault-touraine-sauvignon-blanc-aoc-2018-871459,$14.80,/content/dam/lcbo/products/871459.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"This Loire white displays the classic properties of the grape and has a golden colour with a green sheen. It has an aromatic nose with fruity characters, zesty citrus fruits, cut grass, crisp and fresh white buds aromas. In the mouth, flavours of gooseberry and herbs persist.",750 mL bottle,13.5%,France,Bougrier S.A.,,,,Sauvignon Blanc,,,
Chateau Miqueu Haut Medoc AOC 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/chateau-miqueu-haut-medoc-aoc-2015-857029,$19.95,/content/dam/lcbo/products/857029.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Fairly deep and intense colour with nice bright hints. The nose reveals delightful black fruits aromas, slightly toasted. The attack is elegant and characterized by lightly grilled notes. Fleshy and ripe tannins mid-palate. Long and silky finish with blackberry and blackcurrant notes.",750 mL bottle,12.5%,France,Sv Grandschateaux,,,,Petit Verdot/Cabernet Sauvignon/Merlot,,,
The Lady Pinot Grigio Delle Venezie 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/the-lady-pinot-grigio-delle-venezie-2018-321637,$14.95,/content/dam/lcbo/products/321637.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Cosmopolitan globe-trotter, an international vision on the world. I do not follow trends, I anticipate them. I have an unique style and an unmistakable identity, I distinguish myself for unconventional details.",750 mL bottle,12%,"Veneto, Italy",3rockets Srl - Ferro13,,,,Pinot Grigio,,,
Nederburg Manor House Sauvignon Blanc 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/nederburg-manor-house-sauvignon-blanc-2018-372334,$14.75,/content/dam/lcbo/products/372334.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Avoiding greenness is very much the aim of this unwooded, passion fruity Sauvignon Blanc from Darling. Zesty and fresh with a hint of sea breeze, it's a pleasure to drink. Drink Date: 2019-2021. Score - 90. (Tim Atkin, MW, timatkin.com, South Africa Special Report 2018)",750 mL bottle,13.5%,"Western Cape, South Africa",Distell,2 g/L,XD - Extra Dry,Aromatic & Flavourful,Sauvignon Blanc,"September 14, 2019",,
Domaine Louis Jadot Charmes Meursault 1er Cru 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/domaine-louis-jadot-charmes-meursault-1er-cru-2018-404855,$132.00,/content/dam/lcbo/products/404855.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Very opulent white with pure apple, mango and lemon-pie character. Some toffee undertones. Full-bodied with depth and intensity on the palate, creamy texture and a frame of acidity. Lots of flavor with a nice, wood and vanilla complement to the fruit at the end. Drink or hold. Score - 95. (jamessuckling.com, Aug. 24, 2020)",750 mL bottle,13.5%,"Burgundy, France",Maison Louis Jadot,2 g/L,XD - Extra Dry,Full-bodied & Rich,Chardonnay,"November 12, 2020",,
Domaine Louis Jadot Monopole Clos de la Chapelle Chassagne-Montrachet Morgeot 1er Cru 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/domaine-louis-jadot-monopole-clos-de-la-chapelle-chassagne-montrachet-morgeot-1er-cru-2018-436741,$125.00,/content/dam/lcbo/products/436741.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"The 2018 Chassagne-Montrachet 1er Cru Morgeot Clos de la Chapelle (Domaine du Duc de Magenta) is showing well, opening in the glass with notes of crisp green orchard fruit, dried white flowers, fresh pastry and blanched almonds. On the palate, it's medium to full-bodied, structured and tangy, with lively acids and good dry extract. Score - 92-94 . (William Kelley, robertparker.com, Jan. 9, 2020)",750 mL bottle,13.5%,"Burgundy, France",Maison Louis Jadot,2 g/L,XD - Extra Dry,Full-bodied & Rich,Chardonnay,"November 12, 2020",,
Domaine Louis Jadot Les Folatières Puligny-Montrachet 1er Cru 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/domaine-louis-jadot-les-folati%C3%A8res-puligny-montrachet-1er-cru-2018-404863,$140.00,/content/dam/lcbo/products/404863.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Pungent aromas of strong petrol and wood toast largely bury the otherwise softly exotic aromas of passion fruit and white peach. There is a lovely sense of vibrancy to the highly seductive if not especially dense middle weight flavors that exude a subtle minerality on the lingering finish that tightens up rapidly as it sits on the palate. This is still coming together but it appears as though it will blossom in time. Drink: 2028+. Sweet spot. Outstanding. Score - 91-93. (Allen Meadows, burghound.com, June 10, 2020)",750 mL bottle,13.5%,"Burgundy, France",Maison Louis Jadot,2 g/L,XD - Extra Dry,Full-bodied & Rich,Chardonnay,"November 12, 2020",,
Falchini Vigna a Solatio Vernaccia di San Gimignano 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/falchini-vigna-a-solatio-vernaccia-di-san-gimignano-2017-994012,$20.95,/content/dam/lcbo/products/994012.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Tuscany's most famous white wine style is made from the Vernaccia grape grown around the ancient village of San Gimignano. This stunning example shows aromas of green apple and citrus, with a sleek, mineral-laced palate and a touch of bitter nuttiness on the finish. Ideal for grilled seafood or pulled pork. (Vintages panel, July 2018)",750 mL bottle,12%,"Tuscany, Italy",Casale Falchini,2 g/L,XD - Extra Dry,Light & Crisp,Vernaccia,"September 14, 2019",,
Dagueneau Pouilly Fume Clos Chaudoux 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/dagueneau-pouilly-fume-clos-chaudoux-2017-878959,$47.65,/content/dam/lcbo/products/878959.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Noble, fresh and deeply aromatic on the clear nose, with flinty aromas of star fruit, yeast, herbs and bacon. This is a firmly structured, dense, rich, full-bodied and powerful late harvest sauvignon blanc. Lots of complexity to this one.",750 mL bottle,13.5%,"Loire, France",Scea Domaine Serge Dagueneau E,,,,Sauvignon Blanc,,,
Domaine du Crêt de Bine Cuvée de Florence 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/domaine-du-cr%C3%AAt-de-bine-cuv%C3%A9e-de-florence-2018-365436,$29.80,/content/dam/lcbo/products/365436.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"This is 100% chardonnay grown in the Southern region of Beaujolais. It's bright and crisp with notes of apple and stone fruit. Two thirds were aged in used oak, so expect a touch of spice. Excellent balance leads to a great finish. Certified Organic & Biodynamic.",750 mL bottle,12.5%,"Burgundy, France",Scea Subrin Et Associes - Domaine D,,,,Chardonnay,,,
Vino Lauria Solerte Bianco 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/white-wine-14002/vino-lauria-solerte-bianco-2018-457266,$26.55,/content/dam/lcbo/products/457266.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"This is made with 100% Moscato grapes, known as Zibibbo in Sicily. It's a dry wine, offering up lots of pink grapefruit, honeysuckle, and floral notes, backed by mouthwatering cripness and minerality. Certified Organic.",750 mL bottle,11%,"Sicily, Italy",Lauria Vito,,,,Moscato,,,
Leeuwin Art Series Chardonnay 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/leeuwin-art-series-chardonnay-2017-619437,$99.00,/content/dam/lcbo/products/619437.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"This achieves another step up the quality ladder for Leeuwin Estate, seemingly impossible. There's been no change in the vinification, nor in the vineyard. The change is an increase in the intensity of the flavours, and hence their length and aftertaste. It's an extraordinary wine, among the greatest of Burgundy (and elsewhere in the world). Whatever you expect from its future development will be delivered. Drink by: 2032. Special Value. Rated as Best Chardonnay of the Year in the 2021 Halliday Wine Companion.  Score - 99. (James Halliday, winecompanion.com.au, Aug. 1, 2020)",750 mL bottle,13%,"Western Australia, Australia",Leeuwin Estate,3 g/L,XD - Extra Dry,Full-bodied & Rich,Chardonnay,"March 4, 2021",,
Zanatta Vermentino di Sardegna 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/zanatta-vermentino-di-sardegna-2018-172840,$18.35,/content/dam/lcbo/products/172840.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"This Cannonau Riserva stands out for its elegance. On the palate it is not too bold, nonetheless intense, structured, long lasting, and balanced. It has a garnet-red colour, a bouquet of ripe fruits together with notes of toasted oak and vanilla. A mix of spices and vanilla linger on the long finish.",750 mL bottle,12.5%,"Sardinia, Italy",D.I.V.I Srl,,,,Vermentino,,,
Domaine de Montille Corton-Charlemagne Grand Cru 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/domaine-de-montille-corton-charlemagne-grand-cru-2017-452490,$271.00,/content/dam/lcbo/products/452490.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"The purity of yellow citrus fruit here is stunning and there's a distinctive, chalky wedge to the nose, too. The palate has a very elegant, sleek and contained feel with a strong line of acidity and creamy, lees-derived weight. This has the DNA of power and the length is exceptional. Regal. Try in 2022. Score - 95-96. (jamessuckling.com, Feb. 12, 2019)",750 mL bottle,13%,"Burgundy, France",Sarl Domaine De Montille,2 g/L,XD - Extra Dry,Full-bodied & Rich,Pinot Noir,"April 22, 2021",,
Domaine William Fèvre Bougros Chablis Grand Cru 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/domaine-william-f%C3%A8vre-bougros-chablis-grand-cru-2017-941229,$109.00,/content/dam/lcbo/products/941229.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"A cool and ripe nose features notes of pear and apple that possess background nuances of iodine and seashell. There is excellent mid-palate concentration to the big, very rich and concentrated flavors that display a very round and suave mouth feel, all wrapped in a powerful, dry and slightly rustic finale. This muscular and robust effort delivers sneaky good length and while it needs to develop more depth, it has the potential aging curve to do so. Drink 2029+. Score - 93. (Allen Meadows, burghound.com, Oct. 10, 2019)",750 mL bottle,13%,"Burgundy, France",William Fevre,2 g/L,XD - Extra Dry,Light & Crisp,Chardonnay,"July 2, 2020",,
Bouchard Père & Fils Chevalier-Montrachet Grand Cru,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/bouchard-p%C3%A8re-fils-chevalier-montrachet-grand-cru-88708,$524.00,/content/dam/lcbo/products/088708.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,,750 mL bottle,13.5%,France,Bouchard Pere & Fils,,,Full-bodied & Rich,Chardonnay,,,
Joseph Drouhin Les Folatières Puligny-Montrachet 1er Cru,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/joseph-drouhin-les-folati%C3%A8res-puligny-montrachet-1er-cru-968099,$159.00,/content/dam/lcbo/products/968099.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,,750 mL bottle,13%,France,Joseph Drouhin S.A.,,,Full-bodied & Rich,Chardonnay,,,
Esk Valley Verdelho 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/esk-valley-verdelho-2018-483742,$25.00,/content/dam/lcbo/products/483742.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,This Verdelho is sourced from our Omahu Gravels Vineyard located in the Gimblett Gravels and our organic Joseph Soler Vineyard on the outskirts of Flaxmere. The Omahu vines were planted in 1998 and hold the distinction of being the first Verdelho vines planted in New Zealand's recent viticultural history. The fruit reflects the stony soils in which they are grown and provides the wine with a mineral infused note and flavours of mandarin and passionfruit. These vines are intensively managed and cropped at low yields to fully capture the potential of the sites.,750 mL bottle,14%,New Zealand,Villa Maria Estate Limited,,,,Verdelho,,,
D.G. White 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/dg-white-2018-382548,$16.00,/content/dam/lcbo/products/382548.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Yellow citrus colour and brilliant aspect. Intense aroma with notes of tropical fruits. In the mouth it is balanced, very fresh and has good structure.",750 mL bottle,13%,"Douro, Portugal",Vinilourenco Unipessoal Lda,,,,White Blend,,,
EA White 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/ea-white-2018-474345,$14.00,/content/dam/lcbo/products/474345.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Citurs colour with a greenish hue. Intense aroma reminiscent of tropical fruit, fresh grass, with light floral notes. Well balanced in the palate showing good acidity.",750 mL bottle,12.5%,"Alentejo, Portugal",Fea Pt 500730733,,,,Antão Vaz Blend,,,
Schiopetto Pinot Grigio des Rosis 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/schiopetto-pinot-grigio-des-rosis-2018-545052,$31.45,/content/dam/lcbo/products/545052.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"This is a very minerally pinot grigio with undertones of sliced apples, pears and slate. Full-bodied, layered and beautiful.",750 mL bottle,13%,"Friuli, Italy",Terre Friulane S.R.L.,,,,Pinot Grigio,,,
Schiopetto Ribolla Gialla des Rosis 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/schiopetto-ribolla-gialla-des-rosis-2018-545060,$33.35,/content/dam/lcbo/products/545060.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"This is fantastic. There's a linear edge underlying the exotic mangoes and white peaches. Full-bodied, yet always energetic and tangy.",750 mL bottle,12%,"Friuli, Italy",Terre Friulane S.R.L.,,,,Ribolla Gialla,,,
Omrah Chardonnay 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/omrah-chardonnay-2017-197664,$19.00,/content/dam/lcbo/products/197664.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Complex palate of white peach, honeyed brioche, lemon cream, nougat, cashews, quite a savoury cool climate palate. Great fresh acidity balanced with lees. Good length and finishes savoury but clean.",750 mL bottle,13.2%,"Western Australia, Australia",Plantagenet Wines Pty. Ltd.,,,,Chardonnay,,,
Balbás Verdejo 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/balb%C3%A1s-verdejo-2018-10945,$15.95,/content/dam/lcbo/products/010945.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"This is layered with cooked apples, pears and bitter lemon. Full body, yet crisp acidity and depth with a vivid finish. Dense and flavorful yet fresh. Dried fruit. Drink now. Score - 92. (James Suckling, jamessuckling.com, July 26, 2019)",750 mL bottle,12.5%,"Ribera del Duero, Spain",Bodegas Balbas,4 g/L,XD - Extra Dry,Aromatic & Flavourful,Verdejo,"October 26, 2019",,
Inurrieta Orchidea 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/inurrieta-orchidea-2018-458736,$15.40,/content/dam/lcbo/products/458736.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"A beautiful greenish yellow colour, the nose is intense, with the wood appreciating in its proper measure, appearing a tempting mix of tropical fruit and apple aromas, accompanied by delicate notes of honey and vanilla. On the palate, the wine is fat and voluptuous and at all times wrapped in a refreshing acidity that makes it flow in the mouth without effort. Always present a delicate fruit flavour with subtle oak memories.",750 mL bottle,13%,"Navarra, Spain","Inurrieta, S.L.",,,,Sauvignon Blanc,,,
Giesen The August Sauvignon Blanc 2014,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/giesen-the-august-sauvignon-blanc-2014-527357,$46.05,/content/dam/lcbo/products/527357.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Rich ripe tropical and herbal notes along with steely, wet pebble aromas and purity. Featuring passionfruit and lime leaves, this Sauvignon Blanc is multi-dimensional and layered with toasty almonds, fresh brioche and incredible flinty notes. Well-integrated oak provides complexity and elegance.",750 mL bottle,14%,New Zealand,Giesen Group Limited,,,,Sauvignon Blanc,,,
